"""Notes""","""State of Residence""","""State of Residence Code""","""OE Gestational Age Recode 10""","""OE Gestational Age Recode 10 Code""","""Year""","""Year Code""","Births"
NA,"""Colorado""","""08""","""37 - 39 weeks""","""06""","""2021""","""2021""",40699
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2016""","""2016""",15477
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2017""","""2017""",14584
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2018""","""2018""",13711
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2019""","""2019""",13082
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2020""","""2020""",12413
NA,"""Colorado""","""08""","""40 weeks""","""07""","""2021""","""2021""",12276
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2016""","""2016""",5800
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2017""","""2017""",5312
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2018""","""2018""",4842
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2019""","""2019""",4066
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2020""","""2020""",3892
NA,"""Colorado""","""08""","""41 weeks""","""08""","""2021""","""2021""",3579
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2016""","""2016""",319
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2017""","""2017""",303
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2018""","""2018""",256
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2019""","""2019""",223
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2020""","""2020""",193
NA,"""Colorado""","""08""","""42 weeks or more""","""09""","""2021""","""2021""",226
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2016""","""2016""",23
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2017""","""2017""",27
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2018""","""2018""",25
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2019""","""2019""",26
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2020""","""2020""",39
NA,"""Colorado""","""08""","""Unknown or Not Stated""","""10""","""2021""","""2021""",36
NA,"""Connecticut""","""09""","""Under 20 weeks""","""01""","""2016""","""2016""",28
NA,"""Connecticut""","""09""","""Under 20 weeks""","""01""","""2017""","""2017""",12
NA,"""Connecticut""","""09""","""Under 20 weeks""","""01""","""2018""","""2018""",15
NA,"""Connecticut""","""09""","""Under 20 weeks""","""01""","""2020""","""2020""",10
NA,"""Connecticut""","""09""","""Under 20 weeks""","""01""","""2021""","""2021""",12
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2016""","""2016""",192
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2017""","""2017""",230
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2018""","""2018""",188
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2019""","""2019""",217
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2020""","""2020""",199
NA,"""Connecticut""","""09""","""20 - 27 weeks""","""02""","""2021""","""2021""",209
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2016""","""2016""",321
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2017""","""2017""",338
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2018""","""2018""",314
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2019""","""2019""",293
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2020""","""2020""",256
NA,"""Connecticut""","""09""","""28 - 31 weeks""","""03""","""2021""","""2021""",319
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2016""","""2016""",1487
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2017""","""2017""",1496
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2018""","""2018""",1435
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2019""","""2019""",1486
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2020""","""2020""",1440
NA,"""Connecticut""","""09""","""32 - 35 weeks""","""04""","""2021""","""2021""",1565
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2016""","""2016""",1347
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2017""","""2017""",1262
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2018""","""2018""",1299
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2019""","""2019""",1205
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2020""","""2020""",1163
NA,"""Connecticut""","""09""","""36 weeks""","""05""","""2021""","""2021""",1319
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2016""","""2016""",21282
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2017""","""2017""",20975
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2018""","""2018""",21068
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2019""","""2019""",21421
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2020""","""2020""",21191
NA,"""Connecticut""","""09""","""37 - 39 weeks""","""06""","""2021""","""2021""",23109
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2016""","""2016""",7814
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2017""","""2017""",7727
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2018""","""2018""",7447
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2019""","""2019""",7150
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2020""","""2020""",6854
NA,"""Connecticut""","""09""","""40 weeks""","""07""","""2021""","""2021""",6890
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2016""","""2016""",3248
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2017""","""2017""",3083
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2018""","""2018""",2870
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2019""","""2019""",2399
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2020""","""2020""",2286
NA,"""Connecticut""","""09""","""41 weeks""","""08""","""2021""","""2021""",2172
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2016""","""2016""",100
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2017""","""2017""",72
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2018""","""2018""",80
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2019""","""2019""",66
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2020""","""2020""",47
NA,"""Connecticut""","""09""","""42 weeks or more""","""09""","""2021""","""2021""",66
NA,"""Connecticut""","""09""","""Unknown or Not Stated""","""10""","""2016""","""2016""",196
NA,"""Connecticut""","""09""","""Unknown or Not Stated""","""10""","""2017""","""2017""",26
NA,"""Connecticut""","""09""","""Unknown or Not Stated""","""10""","""2019""","""2019""",14
NA,"""Connecticut""","""09""","""Unknown or Not Stated""","""10""","""2020""","""2020""",14
NA,"""Delaware""","""10""","""Under 20 weeks""","""01""","""2016""","""2016""",12
NA,"""Delaware""","""10""","""Under 20 weeks""","""01""","""2019""","""2019""",10
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2016""","""2016""",93
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2017""","""2017""",74
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2018""","""2018""",76
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2019""","""2019""",95
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2020""","""2020""",77
NA,"""Delaware""","""10""","""20 - 27 weeks""","""02""","""2021""","""2021""",59
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2016""","""2016""",111
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2017""","""2017""",94
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2018""","""2018""",92
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2019""","""2019""",110
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2020""","""2020""",100
NA,"""Delaware""","""10""","""28 - 31 weeks""","""03""","""2021""","""2021""",112
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2016""","""2016""",482
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2017""","""2017""",487
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2018""","""2018""",460
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2019""","""2019""",513
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2020""","""2020""",487
NA,"""Delaware""","""10""","""32 - 35 weeks""","""04""","""2021""","""2021""",563
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2016""","""2016""",407
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2017""","""2017""",447
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2018""","""2018""",381
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2019""","""2019""",402
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2020""","""2020""",411
NA,"""Delaware""","""10""","""36 weeks""","""05""","""2021""","""2021""",415
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2016""","""2016""",6514
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2017""","""2017""",6579
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2018""","""2018""",6691
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2019""","""2019""",6573
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2020""","""2020""",7036
NA,"""Delaware""","""10""","""37 - 39 weeks""","""06""","""2021""","""2021""",7016
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2016""","""2016""",2431
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2017""","""2017""",2320
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2018""","""2018""",2220
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2019""","""2019""",2265
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2020""","""2020""",1823
NA,"""Delaware""","""10""","""40 weeks""","""07""","""2021""","""2021""",1824
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2016""","""2016""",912
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2017""","""2017""",825
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2018""","""2018""",678
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2019""","""2019""",570
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2020""","""2020""",435
NA,"""Delaware""","""10""","""41 weeks""","""08""","""2021""","""2021""",475
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2016""","""2016""",20
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2017""","""2017""",14
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2018""","""2018""",17
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2019""","""2019""",22
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2020""","""2020""",15
NA,"""Delaware""","""10""","""42 weeks or more""","""09""","""2021""","""2021""",14
NA,"""Delaware""","""10""","""Unknown or Not Stated""","""10""","""2016""","""2016""",10
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2016""","""2016""",83
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2017""","""2017""",88
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2018""","""2018""",78
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2019""","""2019""",73
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2020""","""2020""",68
NA,"""District of Columbia""","""11""","""20 - 27 weeks""","""02""","""2021""","""2021""",69
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2016""","""2016""",108
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2017""","""2017""",123
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2018""","""2018""",98
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2019""","""2019""",89
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2020""","""2020""",92
NA,"""District of Columbia""","""11""","""28 - 31 weeks""","""03""","""2021""","""2021""",83
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2016""","""2016""",491
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2017""","""2017""",457
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2018""","""2018""",450
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2019""","""2019""",449
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2020""","""2020""",405
NA,"""District of Columbia""","""11""","""32 - 35 weeks""","""04""","""2021""","""2021""",402
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2016""","""2016""",373
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2017""","""2017""",346
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2018""","""2018""",299
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2019""","""2019""",332
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2020""","""2020""",307
NA,"""District of Columbia""","""11""","""36 weeks""","""05""","""2021""","""2021""",319
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2016""","""2016""",5274
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2017""","""2017""",5300
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2018""","""2018""",5265
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2019""","""2019""",5356
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2020""","""2020""",5304
NA,"""District of Columbia""","""11""","""37 - 39 weeks""","""06""","""2021""","""2021""",5424
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2016""","""2016""",2536
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2017""","""2017""",2310
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2018""","""2018""",2168
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2019""","""2019""",1998
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2020""","""2020""",1974
NA,"""District of Columbia""","""11""","""40 weeks""","""07""","""2021""","""2021""",1753
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2016""","""2016""",947
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2017""","""2017""",880
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2018""","""2018""",801
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2019""","""2019""",737
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2020""","""2020""",687
NA,"""District of Columbia""","""11""","""41 weeks""","""08""","""2021""","""2021""",576
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2016""","""2016""",36
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2017""","""2017""",52
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2018""","""2018""",42
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2019""","""2019""",41
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2020""","""2020""",32
NA,"""District of Columbia""","""11""","""42 weeks or more""","""09""","""2021""","""2021""",28
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2016""","""2016""",90
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2017""","""2017""",69
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2018""","""2018""",62
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2019""","""2019""",90
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2020""","""2020""",85
NA,"""Florida""","""12""","""Under 20 weeks""","""01""","""2021""","""2021""",80
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2016""","""2016""",1623
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2017""","""2017""",1566
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2018""","""2018""",1623
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2019""","""2019""",1608
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2020""","""2020""",1497
NA,"""Florida""","""12""","""20 - 27 weeks""","""02""","""2021""","""2021""",1581
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2016""","""2016""",2174
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2017""","""2017""",2291
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2018""","""2018""",2119
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2019""","""2019""",2154
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2020""","""2020""",1941
NA,"""Florida""","""12""","""28 - 31 weeks""","""03""","""2021""","""2021""",2124
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2016""","""2016""",10216
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2017""","""2017""",10127
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2018""","""2018""",10109
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2019""","""2019""",10347
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2020""","""2020""",9603
NA,"""Florida""","""12""","""32 - 35 weeks""","""04""","""2021""","""2021""",10517
NA,"""Florida""","""12""","""36 weeks""","""05""","""2016""","""2016""",8719
NA,"""Florida""","""12""","""36 weeks""","""05""","""2017""","""2017""",8798
NA,"""Florida""","""12""","""36 weeks""","""05""","""2018""","""2018""",8788
NA,"""Florida""","""12""","""36 weeks""","""05""","""2019""","""2019""",9162
NA,"""Florida""","""12""","""36 weeks""","""05""","""2020""","""2020""",8812
NA,"""Florida""","""12""","""36 weeks""","""05""","""2021""","""2021""",9212
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2016""","""2016""",146847
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2017""","""2017""",145979
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2018""","""2018""",146251
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2019""","""2019""",146842
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2020""","""2020""",141144
NA,"""Florida""","""12""","""37 - 39 weeks""","""06""","""2021""","""2021""",146033
NA,"""Florida""","""12""","""40 weeks""","""07""","""2016""","""2016""",43586
